#{"t_start": 1769161093.7957, "env_id": "FetchReach-v4"}
r,l,t
-1.0,50,257.091141
0.0,50,257.38314
-3.0,50,257.687111
-10.0,50,257.982522
0.0,50,258.299614
-1.0,50,258.604075
-2.0,50,258.916249
-2.0,50,259.219897
-2.0,50,259.53285
-2.0,50,259.83962
-1.0,50,260.155277
-2.0,50,261.165758
-6.0,50,261.504373
-3.0,50,261.812168
-3.0,50,262.128282
-3.0,50,262.4332
-4.0,50,262.738652
-2.0,50,263.046475
-1.0,50,263.350109
-10.0,50,263.650012
-2.0,50,263.956676
-2.0,50,264.272522
-2.0,50,264.57039
-3.0,50,264.868166
-2.0,50,265.172453
-7.0,50,265.466207
-14.0,50,265.75738
-8.0,50,266.055485
-13.0,50,266.357947
-7.0,50,266.652337
-7.0,50,266.9461
-2.0,50,267.237126
-14.0,50,267.536823
-15.0,50,267.837424
-7.0,50,268.149283
-18.0,50,268.444362
-1.0,50,268.743151
-2.0,50,269.051366
-1.0,50,269.352063
-3.0,50,269.651187
0.0,50,269.95317
-2.0,50,270.276346
-2.0,50,270.577526
-2.0,50,270.883381
-2.0,50,271.18371
-2.0,50,271.489966
-3.0,50,271.791148
-2.0,50,272.10201
-2.0,50,272.412112
-6.0,50,272.717296
-12.0,50,273.028236
-1.0,50,273.338336
-1.0,50,273.639111
-3.0,50,273.943051
-8.0,50,274.247183
-2.0,50,274.554084
-1.0,50,274.852175
-2.0,50,275.147053
-2.0,50,275.445081
-2.0,50,275.746601
-2.0,50,276.044021
-1.0,50,276.984154
-2.0,50,277.287512
-1.0,50,277.59025
-2.0,50,277.893791
-12.0,50,278.196075
-6.0,50,278.499255
-2.0,50,278.795207
-2.0,50,279.099242
-1.0,50,279.402216
0.0,50,279.699102
-2.0,50,280.004451
-1.0,50,280.316634
-4.0,50,280.620892
-1.0,50,280.923474
-2.0,50,281.227444
-20.0,50,281.532524
-1.0,50,281.835391
-2.0,50,282.139404
-2.0,50,282.451036
0.0,50,282.755237
-3.0,50,283.056447
-1.0,50,283.359213
-1.0,50,283.666093
-1.0,50,283.976114
-2.0,50,284.292346
-3.0,50,284.612452
-2.0,50,284.929038
-13.0,50,285.240638
-22.0,50,285.560723
-2.0,50,285.885313
-3.0,50,286.210402
-1.0,50,286.516487
-1.0,50,286.822575
-15.0,50,287.143169
-6.0,50,287.463262
-2.0,50,287.791355
-17.0,50,288.125925
-9.0,50,288.433622
-3.0,50,288.735794
-6.0,50,289.03942
-1.0,50,289.344427
-2.0,50,289.65598
-2.0,50,289.980317
-2.0,50,290.300398
0.0,50,290.626474
0.0,50,290.94749
0.0,50,291.260515
-3.0,50,291.577805
-9.0,50,291.89888
-2.0,50,292.221392
-7.0,50,293.23211
-17.0,50,293.567237
-2.0,50,293.878348
0.0,50,294.201078
-3.0,50,294.532474
0.0,50,294.847196
-1.0,50,295.160208
-1.0,50,295.465034
-3.0,50,295.7853
-9.0,50,296.095964
-2.0,50,296.408533
-2.0,50,296.723137
-2.0,50,297.048541
0.0,50,297.370467
-1.0,50,297.69933
-1.0,50,298.022055
-2.0,50,298.349624
-3.0,50,298.665725
-1.0,50,298.984653
-1.0,50,299.316637
-2.0,50,299.646814
-2.0,50,299.971159
-3.0,50,300.318678
-2.0,50,300.653962
-6.0,50,300.988124
-3.0,50,301.322066
-3.0,50,301.65727
-3.0,50,302.005273
-1.0,50,302.349405
-1.0,50,302.677267
-11.0,50,303.013069
-1.0,50,303.346994
-3.0,50,303.670533
0.0,50,304.000413
-2.0,50,304.333958
-1.0,50,304.66707
0.0,50,304.991369
-3.0,50,305.299239
-2.0,50,305.614304
-1.0,50,305.918309
-2.0,50,306.225453
-3.0,50,306.538351
-14.0,50,306.8474
-1.0,50,307.160069
-3.0,50,307.475519
-1.0,50,307.778025
-2.0,50,308.083161
-2.0,50,308.385273
-2.0,50,308.69912
-2.0,50,309.002928
-8.0,50,309.996558
-10.0,50,310.315019
0.0,50,310.63269
-2.0,50,310.988212
-2.0,50,311.34732
-1.0,50,311.684079
-2.0,50,312.020581
-2.0,50,312.364409
-3.0,50,312.705667
-2.0,50,313.044085
-1.0,50,313.377251
-3.0,50,313.705087
-3.0,50,314.016453
-1.0,50,314.317712
-6.0,50,314.625002
-1.0,50,314.948954
-1.0,50,315.25263
-1.0,50,315.553422
-2.0,50,315.871241
-2.0,50,316.169706
-2.0,50,316.473353
-2.0,50,316.785196
0.0,50,317.080222
0.0,50,317.384023
-1.0,50,317.686719
-2.0,50,317.98721
-1.0,50,318.28234
-12.0,50,318.583032
-2.0,50,318.881247
-2.0,50,319.179167
-3.0,50,319.48336
-2.0,50,319.792492
-8.0,50,320.098366
-3.0,50,320.422038
-8.0,50,320.75209
-3.0,50,321.065614
-3.0,50,321.385049
-2.0,50,321.717269
-3.0,50,322.054165
-3.0,50,322.37541
-6.0,50,322.716208
-15.0,50,323.042671
-2.0,50,323.369097
-3.0,50,323.682992
-2.0,50,323.99011
-3.0,50,324.301225
-2.0,50,324.609501
-3.0,50,324.918259
-7.0,50,325.22658
-3.0,50,325.529372
